"","week","year","Province","civil","milit","nomale","fsa","population","duration","civil_lag","milit_lag"
"952",42,2011," Quneitra",0,0,0,0,489000,31,0,0
"953",43,2011," Quneitra",0,0,0,0,489000,32,0,0
"954",44,2011," Quneitra",0,0,0,0,489000,33,0,0
"955",45,2011," Quneitra",0,0,0,0,489000,34,0,0
"956",46,2011," Quneitra",0,0,0,0,489000,35,0,0
"957",47,2011," Quneitra",0,0,0,0,489000,36,0,0
"958",48,2011," Quneitra",0,0,0,0,489000,37,0,0
"959",49,2011," Quneitra",0,0,0,0,489000,38,0,0
"960",50,2011," Quneitra",0,0,0,0,489000,39,0,0
"961",51,2011," Quneitra",0,0,0,0,489000,40,0,0
"962",52,2011," Quneitra",0,0,0,0,489000,41,0,0
"963",53,2011," Quneitra",0,0,0,0,489000,42,0,0
"964",1,2012," Quneitra",0,0,0,0,489000,43,0,0
"965",2,2012," Quneitra",0,0,0,0,489000,44,0,0
"966",3,2012," Quneitra",0,0,0,0,489000,45,0,0
"967",4,2012," Quneitra",0,0,0,0,489000,46,0,0
"968",5,2012," Quneitra",0,0,0,0,489000,47,0,0
"969",6,2012," Quneitra",0,0,0,0,489000,48,0,0
"970",7,2012," Quneitra",0,0,0,0,489000,49,0,0
"971",8,2012," Quneitra",0,0,0,0,489000,50,0,0
"972",9,2012," Quneitra",0,0,0,0,489000,51,0,0
"973",10,2012," Quneitra",0,0,0,0,489000,52,0,0
"974",11,2012," Quneitra",0,0,0,0,489000,53,0,0
"975",12,2012," Quneitra",0,0,0,0,489000,54,0,0
"976",13,2012," Quneitra",0,0,0,0,489000,55,0,0
"977",14,2012," Quneitra",0,0,0,0,489000,56,0,0
"978",15,2012," Quneitra",0,0,0,0,489000,57,0,0
"979",16,2012," Quneitra",0,0,0,0,489000,58,0,0
"980",17,2012," Quneitra",0,0,0,0,489000,59,0,0
"981",18,2012," Quneitra",0,0,0,0,489000,60,0,0
"982",19,2012," Quneitra",0,0,0,0,489000,61,0,0
"983",20,2012," Quneitra",0,0,0,0,489000,62,0,0
"984",21,2012," Quneitra",0,0,0,0,489000,63,0,0
"985",22,2012," Quneitra",0,0,0,0,489000,64,0,0
"986",23,2012," Quneitra",0,0,0,0,489000,65,0,0
"987",24,2012," Quneitra",0,0,0,0,489000,66,0,0
"988",25,2012," Quneitra",0,0,0,0,489000,67,0,0
"989",26,2012," Quneitra",0,0,0,0,489000,68,0,0
"990",27,2012," Quneitra",0,0,0,0,489000,69,0,0
"991",28,2012," Quneitra",0,0,0,0,489000,70,0,0
"992",29,2012," Quneitra",0,0,0,0,489000,71,0,0
"993",30,2012," Quneitra",0,0,0,0,489000,72,0,0
"994",31,2012," Quneitra",0,0,0,0,489000,73,0,0
"995",32,2012," Quneitra",0,0,0,0,489000,74,0,0
"996",33,2012," Quneitra",0,0,0,0,489000,75,0,0
"997",34,2012," Quneitra",0,0,0,0,489000,76,0,0
"998",35,2012," Quneitra",0,0,0,0,489000,77,0,0
"999",36,2012," Quneitra",0,0,0,0,489000,78,0,0
"1000",37,2012," Quneitra",0,0,0,0,489000,79,0,0
"1001",38,2012," Quneitra",0,0,0,0,489000,80,0,0
"1002",39,2012," Quneitra",0,0,0,0,489000,81,0,0
"1003",40,2012," Quneitra",0,0,0,0,489000,82,0,0
"1004",41,2012," Quneitra",0,0,0,0,489000,83,0,0
"1005",42,2012," Quneitra",0,0,0,0,489000,84,0,0
"1006",43,2012," Quneitra",0,0,0,0,489000,85,0,0
"1007",44,2012," Quneitra",0,0,0,0,489000,86,0,0
"1008",45,2012," Quneitra",0,0,0,0,489000,87,0,0
"1009",46,2012," Quneitra",0,0,0,0,489000,88,0,0
"1010",47,2012," Quneitra",3,1,1,2,489000,89,0,0
"1011",48,2012," Quneitra",0,0,0,0,489000,90,3,1
"1012",12,2011," Raqqa",0,0,0,0,1008000,1,NA,NA
"1013",13,2011," Raqqa",0,0,0,0,1008000,2,0,0
"1014",14,2011," Raqqa",0,0,0,0,1008000,3,0,0
"1015",15,2011," Raqqa",0,0,0,0,1008000,4,0,0
"1016",16,2011," Raqqa",0,0,0,0,1008000,5,0,0
"1017",17,2011," Raqqa",0,0,0,0,1008000,6,0,0
"1018",18,2011," Raqqa",0,0,0,0,1008000,7,0,0
"1019",19,2011," Raqqa",0,0,0,0,1008000,8,0,0
"1020",20,2011," Raqqa",0,0,0,0,1008000,9,0,0
"1021",21,2011," Raqqa",0,0,0,0,1008000,10,0,0
"1022",22,2011," Raqqa",0,0,0,0,1008000,11,0,0
"1023",23,2011," Raqqa",0,0,0,0,1008000,12,0,0
"1024",24,2011," Raqqa",0,0,0,0,1008000,13,0,0
"1025",25,2011," Raqqa",0,0,0,0,1008000,14,0,0
"1026",26,2011," Raqqa",0,0,0,0,1008000,15,0,0
"1027",27,2011," Raqqa",0,0,0,0,1008000,16,0,0
"1028",28,2011," Raqqa",0,0,0,0,1008000,17,0,0
"1029",29,2011," Raqqa",0,0,0,0,1008000,18,0,0
"1030",30,2011," Raqqa",0,0,0,0,1008000,19,0,0
"1031",31,2011," Raqqa",0,0,0,0,1008000,20,0,0
"1032",32,2011," Raqqa",0,0,0,0,1008000,21,0,0
"1033",33,2011," Raqqa",0,0,0,0,1008000,22,0,0
"1034",34,2011," Raqqa",0,0,0,0,1008000,23,0,0
"1035",35,2011," Raqqa",0,0,0,0,1008000,24,0,0
"1036",36,2011," Raqqa",0,0,0,0,1008000,25,0,0
"1037",37,2011," Raqqa",0,0,0,0,1008000,26,0,0
"1038",38,2011," Raqqa",0,0,0,0,1008000,27,0,0
"1039",39,2011," Raqqa",0,0,0,0,1008000,28,0,0
"1040",40,2011," Raqqa",0,0,0,0,1008000,29,0,0
"1041",41,2011," Raqqa",0,0,0,0,1008000,30,0,0
"1042",42,2011," Raqqa",0,0,0,0,1008000,31,0,0
"1043",43,2011," Raqqa",0,0,0,0,1008000,32,0,0
"1044",44,2011," Raqqa",0,0,0,0,1008000,33,0,0
"1045",45,2011," Raqqa",0,0,0,0,1008000,34,0,0
"1046",46,2011," Raqqa",0,0,0,0,1008000,35,0,0
"1047",47,2011," Raqqa",0,0,0,0,1008000,36,0,0
"1048",48,2011," Raqqa",0,0,0,0,1008000,37,0,0
"1049",49,2011," Raqqa",0,0,0,0,1008000,38,0,0
"1050",50,2011," Raqqa",0,0,0,0,1008000,39,0,0
"1051",51,2011," Raqqa",0,0,0,0,1008000,40,0,0
"1052",52,2011," Raqqa",0,0,0,0,1008000,41,0,0
"1053",53,2011," Raqqa",0,0,0,0,1008000,42,0,0
"1054",1,2012," Raqqa",0,0,0,0,1008000,43,0,0
"1055",2,2012," Raqqa",0,0,0,0,1008000,44,0,0
"1056",3,2012," Raqqa",0,0,0,0,1008000,45,0,0
"1057",4,2012," Raqqa",1,1,1,1,1008000,46,0,0
"1058",5,2012," Raqqa",0,0,0,0,1008000,47,1,1
"1059",6,2012," Raqqa",0,0,0,0,1008000,48,0,0
"1060",7,2012," Raqqa",0,0,0,0,1008000,49,0,0
"1061",8,2012," Raqqa",0,0,0,0,1008000,50,0,0
"1062",9,2012," Raqqa",0,0,0,0,1008000,51,0,0
"1063",10,2012," Raqqa",0,0,0,0,1008000,52,0,0
"1064",11,2012," Raqqa",0,0,0,0,1008000,53,0,0
"1065",12,2012," Raqqa",0,0,0,0,1008000,54,0,0
"1066",13,2012," Raqqa",0,0,0,0,1008000,55,0,0
"1067",14,2012," Raqqa",0,0,0,0,1008000,56,0,0
"1068",15,2012," Raqqa",0,0,0,0,1008000,57,0,0
"1069",16,2012," Raqqa",0,0,0,0,1008000,58,0,0
"1070",17,2012," Raqqa",0,0,0,0,1008000,59,0,0
"1071",18,2012," Raqqa",0,0,0,0,1008000,60,0,0
"1072",19,2012," Raqqa",0,0,0,0,1008000,61,0,0
"1073",20,2012," Raqqa",0,0,0,0,1008000,62,0,0
"1074",21,2012," Raqqa",0,0,0,0,1008000,63,0,0
"1075",22,2012," Raqqa",0,0,0,0,1008000,64,0,0
"1076",23,2012," Raqqa",0,0,0,0,1008000,65,0,0
"1077",24,2012," Raqqa",0,0,0,0,1008000,66,0,0
"1078",25,2012," Raqqa",0,0,0,0,1008000,67,0,0
"1079",26,2012," Raqqa",0,0,0,0,1008000,68,0,0
"1080",27,2012," Raqqa",0,0,0,0,1008000,69,0,0
"1081",28,2012," Raqqa",0,0,0,0,1008000,70,0,0
"1082",29,2012," Raqqa",0,0,0,0,1008000,71,0,0
"1083",30,2012," Raqqa",0,0,0,0,1008000,72,0,0
"1084",31,2012," Raqqa",0,0,0,0,1008000,73,0,0
"1085",32,2012," Raqqa",0,0,0,0,1008000,74,0,0
"1086",33,2012," Raqqa",0,0,0,0,1008000,75,0,0
"1087",34,2012," Raqqa",0,0,0,0,1008000,76,0,0
"1088",35,2012," Raqqa",0,0,0,0,1008000,77,0,0
"1089",36,2012," Raqqa",0,0,0,0,1008000,78,0,0
"1090",37,2012," Raqqa",0,0,0,0,1008000,79,0,0
"1091",38,2012," Raqqa",0,0,0,0,1008000,80,0,0
"1092",39,2012," Raqqa",2,1,2,1,1008000,81,0,0
"1093",40,2012," Raqqa",0,0,0,0,1008000,82,2,1
"1094",41,2012," Raqqa",0,0,0,0,1008000,83,0,0
"1095",42,2012," Raqqa",3,2,1,3,1008000,84,0,0
"1096",43,2012," Raqqa",1,1,1,1,1008000,85,3,2
"1097",44,2012," Raqqa",0,0,0,0,1008000,86,1,1
"1098",45,2012," Raqqa",0,0,0,0,1008000,87,0,0
"1099",46,2012," Raqqa",0,0,0,0,1008000,88,0,0
"1100",47,2012," Raqqa",2,1,2,3,1008000,89,0,0
"1101",48,2012," Raqqa",0,0,0,0,1008000,90,2,1
"1102",12,2011," Sweida",0,0,0,0,486000,1,NA,NA
"1103",13,2011," Sweida",0,0,0,0,486000,2,0,0
"1104",14,2011," Sweida",0,0,0,0,486000,3,0,0
"1105",15,2011," Sweida",0,0,0,0,486000,4,0,0
"1106",16,2011," Sweida",0,0,0,0,486000,5,0,0
"1107",17,2011," Sweida",0,0,0,0,486000,6,0,0
"1108",18,2011," Sweida",0,0,0,0,486000,7,0,0
"1109",19,2011," Sweida",0,0,0,0,486000,8,0,0
"1110",20,2011," Sweida",0,0,0,0,486000,9,0,0
"1111",21,2011," Sweida",0,0,0,0,486000,10,0,0
"1112",22,2011," Sweida",0,0,0,0,486000,11,0,0
"1113",23,2011," Sweida",0,0,0,0,486000,12,0,0
"1114",24,2011," Sweida",0,0,0,0,486000,13,0,0
"1115",25,2011," Sweida",0,0,0,0,486000,14,0,0
"1116",26,2011," Sweida",0,0,0,0,486000,15,0,0
"1117",27,2011," Sweida",0,0,0,0,486000,16,0,0
"1118",28,2011," Sweida",0,0,0,0,486000,17,0,0
"1119",29,2011," Sweida",0,0,0,0,486000,18,0,0
"1120",30,2011," Sweida",0,0,0,0,486000,19,0,0
"1121",31,2011," Sweida",0,0,0,0,486000,20,0,0
"1122",32,2011," Sweida",0,0,0,0,486000,21,0,0
"1123",33,2011," Sweida",0,0,0,0,486000,22,0,0
"1124",34,2011," Sweida",0,0,0,0,486000,23,0,0
"1125",35,2011," Sweida",0,0,0,0,486000,24,0,0
"1126",36,2011," Sweida",0,0,0,0,486000,25,0,0
"1127",37,2011," Sweida",0,0,0,0,486000,26,0,0
"1128",38,2011," Sweida",0,0,0,0,486000,27,0,0
"1129",39,2011," Sweida",0,0,0,0,486000,28,0,0
"1130",40,2011," Sweida",0,0,0,0,486000,29,0,0
"1131",41,2011," Sweida",0,0,0,0,486000,30,0,0
"1132",42,2011," Sweida",0,0,0,0,486000,31,0,0
"1133",43,2011," Sweida",0,0,0,0,486000,32,0,0
"1134",44,2011," Sweida",0,0,0,0,486000,33,0,0
"1135",45,2011," Sweida",0,0,0,0,486000,34,0,0
"1136",46,2011," Sweida",0,0,0,0,486000,35,0,0
"1137",47,2011," Sweida",0,0,0,0,486000,36,0,0
"1138",48,2011," Sweida",0,0,0,0,486000,37,0,0
"1139",49,2011," Sweida",0,0,0,0,486000,38,0,0
"1140",50,2011," Sweida",0,0,0,0,486000,39,0,0
"1141",51,2011," Sweida",0,0,0,0,486000,40,0,0
"1142",52,2011," Sweida",0,0,0,0,486000,41,0,0
"1143",53,2011," Sweida",0,0,0,0,486000,42,0,0
"1144",1,2012," Sweida",0,0,0,0,486000,43,0,0
"1145",2,2012," Sweida",0,0,0,0,486000,44,0,0
"1146",3,2012," Sweida",0,0,0,0,486000,45,0,0
"1147",4,2012," Sweida",0,0,0,0,486000,46,0,0
"1148",5,2012," Sweida",0,0,0,0,486000,47,0,0
"1149",6,2012," Sweida",0,0,0,0,486000,48,0,0
"1150",7,2012," Sweida",0,0,0,0,486000,49,0,0
"1151",8,2012," Sweida",0,0,0,0,486000,50,0,0
"1152",9,2012," Sweida",0,0,0,0,486000,51,0,0
"1153",10,2012," Sweida",0,0,0,0,486000,52,0,0
"1154",11,2012," Sweida",0,0,0,0,486000,53,0,0
"1155",12,2012," Sweida",0,0,0,0,486000,54,0,0
"1156",13,2012," Sweida",0,0,0,0,486000,55,0,0
"1157",14,2012," Sweida",0,0,0,0,486000,56,0,0
"1158",15,2012," Sweida",0,0,0,0,486000,57,0,0
"1159",16,2012," Sweida",0,0,0,0,486000,58,0,0
"1160",17,2012," Sweida",0,0,0,0,486000,59,0,0
"1161",18,2012," Sweida",0,0,0,0,486000,60,0,0
"1162",19,2012," Sweida",0,0,0,0,486000,61,0,0
"1163",20,2012," Sweida",0,0,0,0,486000,62,0,0
"1164",21,2012," Sweida",0,0,0,0,486000,63,0,0
"1165",22,2012," Sweida",0,0,0,0,486000,64,0,0
"1166",23,2012," Sweida",0,0,0,0,486000,65,0,0
"1167",24,2012," Sweida",0,0,0,0,486000,66,0,0
"1168",25,2012," Sweida",0,0,0,0,486000,67,0,0
"1169",26,2012," Sweida",0,0,0,0,486000,68,0,0
"1170",27,2012," Sweida",0,0,0,0,486000,69,0,0
"1171",28,2012," Sweida",0,0,0,0,486000,70,0,0
"1172",29,2012," Sweida",0,0,0,0,486000,71,0,0
"1173",30,2012," Sweida",0,0,0,0,486000,72,0,0
"1174",31,2012," Sweida",0,0,0,0,486000,73,0,0
"1175",32,2012," Sweida",0,0,0,0,486000,74,0,0
"1176",33,2012," Sweida",0,0,0,0,486000,75,0,0
"1177",34,2012," Sweida",0,0,0,0,486000,76,0,0
"1178",35,2012," Sweida",0,0,0,0,486000,77,0,0
"1179",36,2012," Sweida",0,0,0,0,486000,78,0,0
"1180",37,2012," Sweida",0,0,0,0,486000,79,0,0
"1181",38,2012," Sweida",0,0,0,0,486000,80,0,0
"1182",39,2012," Sweida",0,0,0,0,486000,81,0,0
"1183",40,2012," Sweida",0,0,0,0,486000,82,0,0
"1184",41,2012," Sweida",0,0,0,0,486000,83,0,0
"1185",42,2012," Sweida",0,0,0,0,486000,84,0,0
"1186",43,2012," Sweida",0,0,0,0,486000,85,0,0
"1187",44,2012," Sweida",0,0,0,0,486000,86,0,0
"1188",45,2012," Sweida",0,0,0,0,486000,87,0,0
"1189",46,2012," Sweida",0,0,0,0,486000,88,0,0
"1190",47,2012," Sweida",0,0,0,0,486000,89,0,0
"1191",48,2012," Sweida",0,0,0,0,486000,90,0,0
"1192",12,2011," Tartous",0,0,0,0,954000,1,NA,NA
"1193",13,2011," Tartous",0,0,0,0,954000,2,0,0
"1194",14,2011," Tartous",0,0,0,0,954000,3,0,0
"1195",15,2011," Tartous",0,0,0,0,954000,4,0,0
"1196",16,2011," Tartous",0,0,0,0,954000,5,0,0
"1197",17,2011," Tartous",0,0,0,0,954000,6,0,0
"1198",18,2011," Tartous",0,0,0,0,954000,7,0,0
"1199",19,2011," Tartous",0,0,0,0,954000,8,0,0
"1200",20,2011," Tartous",0,0,0,0,954000,9,0,0
"1201",21,2011," Tartous",0,0,0,0,954000,10,0,0
"1202",22,2011," Tartous",0,0,0,0,954000,11,0,0
"1203",23,2011," Tartous",0,0,0,0,954000,12,0,0
"1204",24,2011," Tartous",0,0,0,0,954000,13,0,0
"1205",25,2011," Tartous",0,0,0,0,954000,14,0,0
"1206",26,2011," Tartous",0,0,0,0,954000,15,0,0
"1207",27,2011," Tartous",0,0,0,0,954000,16,0,0
"1208",28,2011," Tartous",0,0,0,0,954000,17,0,0
"1209",29,2011," Tartous",0,0,0,0,954000,18,0,0
"1210",30,2011," Tartous",0,0,0,0,954000,19,0,0
"1211",31,2011," Tartous",0,0,0,0,954000,20,0,0
"1212",32,2011," Tartous",0,0,0,0,954000,21,0,0
"1213",33,2011," Tartous",0,0,0,0,954000,22,0,0
"1214",34,2011," Tartous",0,0,0,0,954000,23,0,0
"1215",35,2011," Tartous",0,0,0,0,954000,24,0,0
"1216",36,2011," Tartous",0,0,0,0,954000,25,0,0
"1217",37,2011," Tartous",0,0,0,0,954000,26,0,0
"1218",38,2011," Tartous",0,0,0,0,954000,27,0,0
"1219",39,2011," Tartous",0,0,0,0,954000,28,0,0
"1220",40,2011," Tartous",0,0,0,0,954000,29,0,0
"1221",41,2011," Tartous",0,0,0,0,954000,30,0,0
"1222",42,2011," Tartous",0,0,0,0,954000,31,0,0
"1223",43,2011," Tartous",0,0,0,0,954000,32,0,0
"1224",44,2011," Tartous",0,0,0,0,954000,33,0,0
"1225",45,2011," Tartous",0,0,0,0,954000,34,0,0
"1226",46,2011," Tartous",0,0,0,0,954000,35,0,0
"1227",47,2011," Tartous",0,0,0,0,954000,36,0,0
"1228",48,2011," Tartous",0,0,0,0,954000,37,0,0
"1229",49,2011," Tartous",0,0,0,0,954000,38,0,0
"1230",50,2011," Tartous",0,0,0,0,954000,39,0,0
"1231",51,2011," Tartous",0,0,0,0,954000,40,0,0
"1232",52,2011," Tartous",0,0,0,0,954000,41,0,0
"1233",53,2011," Tartous",0,0,0,0,954000,42,0,0
"1234",1,2012," Tartous",0,0,0,0,954000,43,0,0
"1235",2,2012," Tartous",0,0,0,0,954000,44,0,0
"1236",3,2012," Tartous",0,0,0,0,954000,45,0,0
"1237",4,2012," Tartous",0,0,0,0,954000,46,0,0
"1238",5,2012," Tartous",0,0,0,0,954000,47,0,0
"1239",6,2012," Tartous",0,0,0,0,954000,48,0,0
"1240",7,2012," Tartous",0,0,0,0,954000,49,0,0
"1241",8,2012," Tartous",0,0,0,0,954000,50,0,0
"1242",9,2012," Tartous",0,0,0,0,954000,51,0,0
"1243",10,2012," Tartous",0,0,0,0,954000,52,0,0
"1244",11,2012," Tartous",0,0,0,0,954000,53,0,0
"1245",12,2012," Tartous",0,0,0,0,954000,54,0,0
"1246",13,2012," Tartous",0,0,0,0,954000,55,0,0
"1247",14,2012," Tartous",0,0,0,0,954000,56,0,0
"1248",15,2012," Tartous",0,0,0,0,954000,57,0,0
"1249",16,2012," Tartous",0,0,0,0,954000,58,0,0
"1250",17,2012," Tartous",0,0,0,0,954000,59,0,0
"1251",18,2012," Tartous",0,0,0,0,954000,60,0,0
"1252",19,2012," Tartous",0,0,0,0,954000,61,0,0
"1253",20,2012," Tartous",0,0,0,0,954000,62,0,0
"1254",21,2012," Tartous",0,0,0,0,954000,63,0,0
"1255",22,2012," Tartous",0,0,0,0,954000,64,0,0
"1256",23,2012," Tartous",0,0,0,0,954000,65,0,0
"1257",24,2012," Tartous",0,0,0,0,954000,66,0,0
"1258",25,2012," Tartous",0,0,0,0,954000,67,0,0
"1259",26,2012," Tartous",0,0,0,0,954000,68,0,0
"1260",27,2012," Tartous",0,0,0,0,954000,69,0,0
"1261",28,2012," Tartous",0,0,0,0,954000,70,0,0
"1262",29,2012," Tartous",0,0,0,0,954000,71,0,0
"1263",30,2012," Tartous",0,0,0,0,954000,72,0,0
"1264",31,2012," Tartous",0,0,0,0,954000,73,0,0
"1265",32,2012," Tartous",0,0,0,0,954000,74,0,0
"1266",33,2012," Tartous",0,0,0,0,954000,75,0,0
"1267",34,2012," Tartous",0,0,0,0,954000,76,0,0
"1268",35,2012," Tartous",0,0,0,0,954000,77,0,0
"1269",36,2012," Tartous",0,0,0,0,954000,78,0,0
"1270",37,2012," Tartous",0,0,0,0,954000,79,0,0
"1271",38,2012," Tartous",0,0,0,0,954000,80,0,0
"1272",39,2012," Tartous",0,0,0,0,954000,81,0,0
"1273",40,2012," Tartous",0,0,0,0,954000,82,0,0
"1274",41,2012," Tartous",0,0,0,0,954000,83,0,0
"1275",42,2012," Tartous",0,0,0,0,954000,84,0,0
"1276",43,2012," Tartous",0,0,0,0,954000,85,0,0
"1277",44,2012," Tartous",0,0,0,0,954000,86,0,0
"1278",45,2012," Tartous",0,0,0,0,954000,87,0,0
"1279",46,2012," Tartous",0,0,0,0,954000,88,0,0
"1280",47,2012," Tartous",0,0,0,0,954000,89,0,0
"1281",48,2012," Tartous",0,0,0,0,954000,90,0,0
