"","week","year","Province","civil","milit","fsa","population","duration","civil_lag"
"1",12,2011," Aleppo",0,0,0,5927000,1,NA
"2",13,2011," Aleppo",0,0,0,5927000,2,0
"3",14,2011," Aleppo",0,0,0,5927000,3,0
"4",15,2011," Aleppo",0,0,0,5927000,4,0
"5",16,2011," Aleppo",0,0,0,5927000,5,0
"6",17,2011," Aleppo",0,0,0,5927000,6,0
"7",18,2011," Aleppo",0,0,0,5927000,7,0
"8",19,2011," Aleppo",0,0,0,5927000,8,0
"9",20,2011," Aleppo",0,0,0,5927000,9,0
"10",21,2011," Aleppo",0,0,0,5927000,10,0
"11",22,2011," Aleppo",0,0,0,5927000,11,0
"12",23,2011," Aleppo",0,0,0,5927000,12,0
"13",24,2011," Aleppo",0,0,0,5927000,13,0
"14",25,2011," Aleppo",0,0,0,5927000,14,0
"15",26,2011," Aleppo",0,0,0,5927000,15,0
"16",27,2011," Aleppo",0,0,0,5927000,16,0
"17",28,2011," Aleppo",0,0,0,5927000,17,0
"18",29,2011," Aleppo",0,0,0,5927000,18,0
"19",30,2011," Aleppo",0,0,0,5927000,19,0
"20",31,2011," Aleppo",0,0,0,5927000,20,0
"21",32,2011," Aleppo",0,0,0,5927000,21,0
"22",33,2011," Aleppo",0,0,0,5927000,22,0
"23",34,2011," Aleppo",0,0,0,5927000,23,0
"24",35,2011," Aleppo",0,0,0,5927000,24,0
"25",36,2011," Aleppo",0,0,0,5927000,25,0
"26",37,2011," Aleppo",0,0,0,5927000,26,0
"27",38,2011," Aleppo",0,0,0,5927000,27,0
"28",39,2011," Aleppo",0,0,0,5927000,28,0
"29",40,2011," Aleppo",0,0,0,5927000,29,0
"30",41,2011," Aleppo",0,0,0,5927000,30,0
"31",42,2011," Aleppo",0,0,0,5927000,31,0
"32",43,2011," Aleppo",0,0,0,5927000,32,0
"33",44,2011," Aleppo",0,0,0,5927000,33,0
"34",45,2011," Aleppo",0,0,0,5927000,34,0
"35",46,2011," Aleppo",0,0,0,5927000,35,0
"36",47,2011," Aleppo",0,0,0,5927000,36,0
"37",48,2011," Aleppo",0,0,0,5927000,37,0
"38",49,2011," Aleppo",0,0,0,5927000,38,0
"39",50,2011," Aleppo",0,0,0,5927000,39,0
"40",51,2011," Aleppo",0,0,0,5927000,40,0
"41",52,2011," Aleppo",0,0,0,5927000,41,0
"42",53,2011," Aleppo",0,0,0,5927000,42,0
"43",1,2012," Aleppo",0,0,0,5927000,43,0
"44",2,2012," Aleppo",0,0,0,5927000,44,0
"45",3,2012," Aleppo",0,0,0,5927000,45,0
"46",4,2012," Aleppo",0,0,0,5927000,46,0
"47",5,2012," Aleppo",0,0,0,5927000,47,0
"48",6,2012," Aleppo",1,12,6,5927000,48,0
"49",7,2012," Aleppo",0,0,0,5927000,49,1
"50",8,2012," Aleppo",0,0,0,5927000,50,0
"51",9,2012," Aleppo",0,0,0,5927000,51,0
"52",10,2012," Aleppo",0,0,0,5927000,52,0
"53",11,2012," Aleppo",1,9,5,5927000,53,0
"54",12,2012," Aleppo",2,7,3,5927000,54,1
"55",13,2012," Aleppo",0,0,0,5927000,55,2
"56",14,2012," Aleppo",1,6,1,5927000,56,0
"57",15,2012," Aleppo",0,0,0,5927000,57,1
"58",16,2012," Aleppo",0,0,0,5927000,58,0
"59",17,2012," Aleppo",1,4,4,5927000,59,0
"60",18,2012," Aleppo",2,3,2,5927000,60,1
"61",19,2012," Aleppo",0,0,0,5927000,61,2
"62",20,2012," Aleppo",1,12,1,5927000,62,0
"63",21,2012," Aleppo",0,0,0,5927000,63,1
"64",22,2012," Aleppo",1,12,5,5927000,64,0
"65",23,2012," Aleppo",1,12,1,5927000,65,1
"66",24,2012," Aleppo",3,20,4,5927000,66,1
"67",25,2012," Aleppo",0,0,0,5927000,67,3
"68",26,2012," Aleppo",4,10,1,5927000,68,0
"69",27,2012," Aleppo",3,6,2,5927000,69,4
"70",28,2012," Aleppo",0,0,0,5927000,70,3
"71",29,2012," Aleppo",1,22,23,5927000,71,0
"72",30,2012," Aleppo",3,24,9,5927000,72,1
"73",31,2012," Aleppo",5,9,2,5927000,73,3
"74",31,2012," Aleppo",7,10,15,5927000,73,5
"75",32,2012," Aleppo",23,13,23,5927000,74,7
"76",33,2012," Aleppo",1,22,12,5927000,75,23
"77",34,2012," Aleppo",11,9,11,5927000,76,1
"78",35,2012," Aleppo",12,15,11,5927000,77,11
"79",36,2012," Aleppo",1,11,14,5927000,78,12
"80",37,2012," Aleppo",49,7,22,5927000,79,1
"81",38,2012," Aleppo",4,6,28,5927000,80,49
"82",39,2012," Aleppo",21,12,15,5927000,81,4
"83",40,2012," Aleppo",4,4,9,5927000,82,21
"84",40,2012," Aleppo",4,7,15,5927000,82,4
"85",41,2012," Aleppo",4,11,19,5927000,83,4
"86",42,2012," Aleppo",17,6,25,5927000,84,4
"87",43,2012," Aleppo",5,8,26,5927000,85,17
"88",44,2012," Aleppo",22,4,5,5927000,86,5
"89",45,2012," Aleppo",14,9,29,5927000,87,22
"90",46,2012," Aleppo",1,14,26,5927000,88,14
"91",47,2012," Aleppo",7,6,29,5927000,89,1
"92",48,2012," Aleppo",8,9,24,5927000,90,7
"93",12,2011," Damascus",0,0,0,1780000,1,NA
"94",13,2011," Damascus",0,0,0,1780000,2,0
"95",14,2011," Damascus",0,0,0,1780000,3,0
"96",15,2011," Damascus",0,0,0,1780000,4,0
"97",16,2011," Damascus",0,0,0,1780000,5,0
"98",17,2011," Damascus",0,0,0,1780000,6,0
"99",18,2011," Damascus",0,0,0,1780000,7,0
"100",19,2011," Damascus",0,0,0,1780000,8,0
"101",20,2011," Damascus",0,0,0,1780000,9,0
"102",21,2011," Damascus",0,0,0,1780000,10,0
"103",22,2011," Damascus",0,0,0,1780000,11,0
"104",23,2011," Damascus",0,0,0,1780000,12,0
"105",24,2011," Damascus",0,0,0,1780000,13,0
"106",25,2011," Damascus",0,0,0,1780000,14,0
"107",26,2011," Damascus",0,0,0,1780000,15,0
"108",27,2011," Damascus",0,0,0,1780000,16,0
"109",28,2011," Damascus",0,0,0,1780000,17,0
"110",29,2011," Damascus",0,0,0,1780000,18,0
"111",30,2011," Damascus",0,0,0,1780000,19,0
"112",31,2011," Damascus",0,0,0,1780000,20,0
"113",32,2011," Damascus",0,0,0,1780000,21,0
"114",33,2011," Damascus",0,0,0,1780000,22,0
"115",34,2011," Damascus",0,0,0,1780000,23,0
"116",35,2011," Damascus",0,0,0,1780000,24,0
"117",36,2011," Damascus",0,0,0,1780000,25,0
"118",37,2011," Damascus",0,0,0,1780000,26,0
"119",38,2011," Damascus",0,0,0,1780000,27,0
"120",39,2011," Damascus",0,0,0,1780000,28,0
"121",40,2011," Damascus",0,0,0,1780000,29,0
"122",41,2011," Damascus",0,0,0,1780000,30,0
"123",42,2011," Damascus",0,0,0,1780000,31,0
"124",43,2011," Damascus",0,0,0,1780000,32,0
"125",44,2011," Damascus",0,0,0,1780000,33,0
"126",45,2011," Damascus",0,0,0,1780000,34,0
"127",46,2011," Damascus",0,0,0,1780000,35,0
"128",47,2011," Damascus",0,0,0,1780000,36,0
"129",48,2011," Damascus",0,0,0,1780000,37,0
"130",49,2011," Damascus",0,0,0,1780000,38,0
"131",50,2011," Damascus",0,0,0,1780000,39,0
"132",51,2011," Damascus",0,0,0,1780000,40,0
"133",52,2011," Damascus",0,0,0,1780000,41,0
"134",53,2011," Damascus",0,0,0,1780000,42,0
"135",1,2012," Damascus",0,0,0,1780000,43,0
"136",2,2012," Damascus",0,0,0,1780000,44,0
"137",3,2012," Damascus",0,0,0,1780000,45,0
"138",4,2012," Damascus",0,0,0,1780000,46,0
"139",5,2012," Damascus",0,0,0,1780000,47,0
"140",6,2012," Damascus",0,0,0,1780000,48,0
"141",7,2012," Damascus",0,0,0,1780000,49,0
"142",8,2012," Damascus",0,0,0,1780000,50,0
"143",9,2012," Damascus",0,0,0,1780000,51,0
"144",10,2012," Damascus",0,0,0,1780000,52,0
"145",11,2012," Damascus",0,0,0,1780000,53,0
"146",12,2012," Damascus",0,0,0,1780000,54,0
"147",13,2012," Damascus",0,0,0,1780000,55,0
"148",14,2012," Damascus",0,0,0,1780000,56,0
"149",15,2012," Damascus",0,0,0,1780000,57,0
"150",16,2012," Damascus",0,0,0,1780000,58,0
"151",17,2012," Damascus",1,2,1,1780000,59,0
"152",18,2012," Damascus",0,0,0,1780000,60,1
"153",19,2012," Damascus",0,0,0,1780000,61,0
"154",20,2012," Damascus",0,0,0,1780000,62,0
"155",21,2012," Damascus",0,0,0,1780000,63,0
"156",22,2012," Damascus",0,0,0,1780000,64,0
"157",23,2012," Damascus",0,0,0,1780000,65,0
"158",24,2012," Damascus",0,0,0,1780000,66,0
"159",25,2012," Damascus",0,0,0,1780000,67,0
"160",26,2012," Damascus",1,2,2,1780000,68,0
"161",27,2012," Damascus",1,4,2,1780000,69,1
"162",28,2012," Damascus",1,2,4,1780000,70,1
"163",29,2012," Damascus",10,10,12,1780000,71,1
"164",30,2012," Damascus",38,2,10,1780000,72,10
"165",31,2012," Damascus",11,1,2,1780000,73,38
"166",31,2012," Damascus",3,2,3,1780000,73,11
"167",32,2012," Damascus",16,3,6,1780000,74,3
"168",33,2012," Damascus",6,5,4,1780000,75,16
"169",34,2012," Damascus",56,1,5,1780000,76,6
"170",35,2012," Damascus",16,1,4,1780000,77,56
"171",36,2012," Damascus",14,3,5,1780000,78,16
"172",37,2012," Damascus",27,3,8,1780000,79,14
"173",38,2012," Damascus",0,0,0,1780000,80,27
"174",39,2012," Damascus",45,2,4,1780000,81,0
"175",40,2012," Damascus",0,0,0,1780000,82,45
"176",41,2012," Damascus",14,3,2,1780000,83,0
"177",42,2012," Damascus",8,2,4,1780000,84,14
"178",43,2012," Damascus",0,0,0,1780000,85,8
"179",44,2012," Damascus",0,0,0,1780000,86,0
"180",45,2012," Damascus",8,1,4,1780000,87,0
"181",46,2012," Damascus",0,0,0,1780000,88,8
"182",47,2012," Damascus",0,0,0,1780000,89,0
"183",48,2012," Damascus",0,0,0,1780000,90,0
"184",12,2011," Damascus Suburbs",0,0,0,1877000,1,NA
"185",13,2011," Damascus Suburbs",0,0,0,1877000,2,0
"186",14,2011," Damascus Suburbs",0,0,0,1877000,3,0
"187",15,2011," Damascus Suburbs",0,0,0,1877000,4,0
"188",16,2011," Damascus Suburbs",0,0,0,1877000,5,0
"189",17,2011," Damascus Suburbs",0,0,0,1877000,6,0
"190",18,2011," Damascus Suburbs",0,0,0,1877000,7,0
"191",19,2011," Damascus Suburbs",0,0,0,1877000,8,0
"192",20,2011," Damascus Suburbs",0,0,0,1877000,9,0
"193",21,2011," Damascus Suburbs",0,0,0,1877000,10,0
"194",22,2011," Damascus Suburbs",0,0,0,1877000,11,0
"195",23,2011," Damascus Suburbs",0,0,0,1877000,12,0
"196",24,2011," Damascus Suburbs",0,0,0,1877000,13,0
"197",25,2011," Damascus Suburbs",0,0,0,1877000,14,0
"198",26,2011," Damascus Suburbs",0,0,0,1877000,15,0
"199",27,2011," Damascus Suburbs",0,0,0,1877000,16,0
"200",28,2011," Damascus Suburbs",0,0,0,1877000,17,0
"201",29,2011," Damascus Suburbs",0,0,0,1877000,18,0
"202",30,2011," Damascus Suburbs",0,0,0,1877000,19,0
"203",31,2011," Damascus Suburbs",0,0,0,1877000,20,0
"204",32,2011," Damascus Suburbs",0,0,0,1877000,21,0
"205",33,2011," Damascus Suburbs",0,0,0,1877000,22,0
"206",34,2011," Damascus Suburbs",0,0,0,1877000,23,0
"207",35,2011," Damascus Suburbs",0,0,0,1877000,24,0
"208",36,2011," Damascus Suburbs",0,0,0,1877000,25,0
"209",37,2011," Damascus Suburbs",0,0,0,1877000,26,0
"210",38,2011," Damascus Suburbs",1,1,1,1877000,27,0
"211",39,2011," Damascus Suburbs",0,0,0,1877000,28,1
"212",40,2011," Damascus Suburbs",0,0,0,1877000,29,0
"213",41,2011," Damascus Suburbs",0,0,0,1877000,30,0
"214",42,2011," Damascus Suburbs",0,0,0,1877000,31,0
"215",43,2011," Damascus Suburbs",0,0,0,1877000,32,0
"216",44,2011," Damascus Suburbs",0,0,0,1877000,33,0
"217",45,2011," Damascus Suburbs",0,0,0,1877000,34,0
"218",46,2011," Damascus Suburbs",0,0,0,1877000,35,0
"219",47,2011," Damascus Suburbs",0,0,0,1877000,36,0
"220",48,2011," Damascus Suburbs",0,0,0,1877000,37,0
"221",49,2011," Damascus Suburbs",0,0,0,1877000,38,0
"222",50,2011," Damascus Suburbs",0,0,0,1877000,39,0
"223",51,2011," Damascus Suburbs",0,0,0,1877000,40,0
"224",52,2011," Damascus Suburbs",0,0,0,1877000,41,0
"225",53,2011," Damascus Suburbs",0,0,0,1877000,42,0
"226",1,2012," Damascus Suburbs",0,0,0,1877000,43,0
"227",2,2012," Damascus Suburbs",1,1,3,1877000,44,0
"228",3,2012," Damascus Suburbs",0,0,0,1877000,45,1
"229",4,2012," Damascus Suburbs",0,0,0,1877000,46,0
"230",5,2012," Damascus Suburbs",1,1,1,1877000,47,0
"231",6,2012," Damascus Suburbs",1,7,12,1877000,48,1
"232",7,2012," Damascus Suburbs",1,2,3,1877000,49,1
"233",8,2012," Damascus Suburbs",1,1,3,1877000,50,1
"234",9,2012," Damascus Suburbs",1,1,2,1877000,51,1
"235",10,2012," Damascus Suburbs",3,1,7,1877000,52,1
"236",11,2012," Damascus Suburbs",0,0,0,1877000,53,3
"237",12,2012," Damascus Suburbs",1,2,7,1877000,54,0
"238",13,2012," Damascus Suburbs",1,3,2,1877000,55,1
"239",14,2012," Damascus Suburbs",0,0,0,1877000,56,1
"240",15,2012," Damascus Suburbs",2,3,4,1877000,57,0
"241",16,2012," Damascus Suburbs",0,0,0,1877000,58,2
"242",17,2012," Damascus Suburbs",1,2,5,1877000,59,0
"243",18,2012," Damascus Suburbs",0,0,0,1877000,60,1
"244",19,2012," Damascus Suburbs",3,2,4,1877000,61,0
"245",20,2012," Damascus Suburbs",3,1,7,1877000,62,3
"246",21,2012," Damascus Suburbs",0,0,0,1877000,63,3
"247",22,2012," Damascus Suburbs",0,0,0,1877000,64,0
"248",23,2012," Damascus Suburbs",0,0,0,1877000,65,0
"249",24,2012," Damascus Suburbs",7,12,1,1877000,66,0
"250",25,2012," Damascus Suburbs",6,4,11,1877000,67,7
"251",26,2012," Damascus Suburbs",14,14,20,1877000,68,6
"252",27,2012," Damascus Suburbs",14,4,11,1877000,69,14
"253",28,2012," Damascus Suburbs",6,3,10,1877000,70,14
"254",29,2012," Damascus Suburbs",5,10,22,1877000,71,6
"255",30,2012," Damascus Suburbs",19,4,15,1877000,72,5
"256",31,2012," Damascus Suburbs",22,5,7,1877000,73,19
"257",32,2012," Damascus Suburbs",15,4,22,1877000,74,22
"258",33,2012," Damascus Suburbs",48,5,7,1877000,75,15
"259",34,2012," Damascus Suburbs",53,3,16,1877000,76,48
"260",35,2012," Damascus Suburbs",60,3,21,1877000,77,53
"261",36,2012," Damascus Suburbs",76,1,29,1877000,78,60
"262",37,2012," Damascus Suburbs",62,3,10,1877000,79,76
"263",38,2012," Damascus Suburbs",31,1,10,1877000,80,62
"264",39,2012," Damascus Suburbs",38,4,8,1877000,81,31
"265",40,2012," Damascus Suburbs",30,1,14,1877000,82,38
"266",40,2012," Damascus Suburbs",19,1,1,1877000,82,30
"267",41,2012," Damascus Suburbs",56,1,13,1877000,83,19
"268",42,2012," Damascus Suburbs",21,5,20,1877000,84,56
"269",43,2012," Damascus Suburbs",28,3,35,1877000,85,21
"270",44,2012," Damascus Suburbs",4,2,20,1877000,86,28
"271",45,2012," Damascus Suburbs",34,3,22,1877000,87,4
"272",46,2012," Damascus Suburbs",34,8,20,1877000,88,34
"273",47,2012," Damascus Suburbs",0,0,0,1877000,89,34
"274",48,2012," Damascus Suburbs",16,5,33,1877000,90,0
"275",12,2011," Daraa",0,0,0,1126000,1,NA
"276",13,2011," Daraa",0,0,0,1126000,2,0
"277",14,2011," Daraa",0,0,0,1126000,3,0
"278",15,2011," Daraa",0,0,0,1126000,4,0
"279",16,2011," Daraa",0,0,0,1126000,5,0
"280",17,2011," Daraa",0,0,0,1126000,6,0
"281",18,2011," Daraa",0,0,0,1126000,7,0
"282",19,2011," Daraa",0,0,0,1126000,8,0
"283",20,2011," Daraa",0,0,0,1126000,9,0
"284",21,2011," Daraa",0,0,0,1126000,10,0
"285",22,2011," Daraa",0,0,0,1126000,11,0
"286",23,2011," Daraa",0,0,0,1126000,12,0
"287",24,2011," Daraa",0,0,0,1126000,13,0
"288",25,2011," Daraa",0,0,0,1126000,14,0
"289",26,2011," Daraa",0,0,0,1126000,15,0
"290",27,2011," Daraa",0,0,0,1126000,16,0
"291",28,2011," Daraa",0,0,0,1126000,17,0
"292",29,2011," Daraa",0,0,0,1126000,18,0
"293",30,2011," Daraa",0,0,0,1126000,19,0
"294",31,2011," Daraa",0,0,0,1126000,20,0
"295",32,2011," Daraa",0,0,0,1126000,21,0
"296",33,2011," Daraa",0,0,0,1126000,22,0
"297",34,2011," Daraa",0,0,0,1126000,23,0
"298",35,2011," Daraa",0,0,0,1126000,24,0
"299",36,2011," Daraa",0,0,0,1126000,25,0
"300",37,2011," Daraa",0,0,0,1126000,26,0
"301",38,2011," Daraa",0,0,0,1126000,27,0
"302",39,2011," Daraa",0,0,0,1126000,28,0
"303",40,2011," Daraa",0,0,0,1126000,29,0
"304",41,2011," Daraa",0,0,0,1126000,30,0
"305",42,2011," Daraa",0,0,0,1126000,31,0
"306",43,2011," Daraa",0,0,0,1126000,32,0
"307",44,2011," Daraa",0,0,0,1126000,33,0
"308",45,2011," Daraa",0,0,0,1126000,34,0
"309",46,2011," Daraa",0,0,0,1126000,35,0
"310",47,2011," Daraa",0,0,0,1126000,36,0
"311",48,2011," Daraa",0,0,0,1126000,37,0
"312",49,2011," Daraa",0,0,0,1126000,38,0
"313",50,2011," Daraa",2,1,4,1126000,39,0
"314",51,2011," Daraa",1,1,2,1126000,40,2
"315",52,2011," Daraa",1,4,2,1126000,41,1
"316",53,2011," Daraa",0,0,0,1126000,42,1
"317",1,2012," Daraa",0,0,0,1126000,43,0
"318",2,2012," Daraa",0,0,0,1126000,44,0
"319",3,2012," Daraa",0,0,0,1126000,45,0
"320",4,2012," Daraa",0,0,0,1126000,46,0
"321",5,2012," Daraa",0,0,0,1126000,47,0
"322",6,2012," Daraa",0,0,0,1126000,48,0
"323",7,2012," Daraa",1,4,9,1126000,49,0
"324",8,2012," Daraa",0,0,0,1126000,50,1
"325",9,2012," Daraa",0,0,0,1126000,51,0
"326",10,2012," Daraa",0,0,0,1126000,52,0
"327",11,2012," Daraa",2,1,5,1126000,53,0
"328",12,2012," Daraa",0,0,0,1126000,54,2
"329",13,2012," Daraa",0,0,0,1126000,55,0
"330",14,2012," Daraa",3,1,4,1126000,56,0
"331",14,2012," Daraa",1,1,3,1126000,56,3
"332",15,2012," Daraa",0,0,0,1126000,57,1
"333",16,2012," Daraa",1,1,2,1126000,58,0
"334",17,2012," Daraa",2,3,1,1126000,59,1
"335",18,2012," Daraa",0,0,0,1126000,60,2
"336",19,2012," Daraa",0,0,0,1126000,61,0
"337",20,2012," Daraa",1,2,2,1126000,62,0
"338",21,2012," Daraa",0,0,0,1126000,63,1
"339",22,2012," Daraa",4,2,6,1126000,64,0
"340",23,2012," Daraa",1,2,2,1126000,65,4
"341",24,2012," Daraa",1,2,9,1126000,66,1
"342",25,2012," Daraa",5,3,10,1126000,67,1
"343",26,2012," Daraa",3,8,16,1126000,68,5
"344",27,2012," Daraa",0,0,0,1126000,69,3
"345",28,2012," Daraa",0,0,0,1126000,70,0
"346",29,2012," Daraa",0,0,0,1126000,71,0
"347",30,2012," Daraa",4,1,18,1126000,72,0
"348",31,2012," Daraa",1,2,3,1126000,73,4
"349",32,2012," Daraa",5,1,6,1126000,74,1
"350",33,2012," Daraa",0,0,0,1126000,75,5
"351",34,2012," Daraa",32,1,19,1126000,76,0
"352",35,2012," Daraa",17,4,9,1126000,77,32
"353",36,2012," Daraa",15,2,12,1126000,78,17
"354",37,2012," Daraa",18,1,8,1126000,79,15
"355",38,2012," Daraa",0,0,0,1126000,80,18
"356",39,2012," Daraa",15,1,13,1126000,81,0
"357",40,2012," Daraa",0,0,0,1126000,82,15
"358",41,2012," Daraa",0,0,0,1126000,83,0
"359",42,2012," Daraa",14,1,8,1126000,84,0
"360",43,2012," Daraa",0,0,0,1126000,85,14
"361",44,2012," Daraa",3,2,1,1126000,86,0
"362",45,2012," Daraa",10,1,12,1126000,87,3
"363",46,2012," Daraa",9,2,6,1126000,88,10
"364",47,2012," Daraa",0,0,0,1126000,89,9
"365",48,2012," Daraa",6,1,8,1126000,90,0
"366",12,2011," Deir Ezzor",0,0,0,1692000,1,NA
"367",13,2011," Deir Ezzor",0,0,0,1692000,2,0
"368",14,2011," Deir Ezzor",0,0,0,1692000,3,0
"369",15,2011," Deir Ezzor",0,0,0,1692000,4,0
"370",16,2011," Deir Ezzor",0,0,0,1692000,5,0
"371",17,2011," Deir Ezzor",0,0,0,1692000,6,0
"372",18,2011," Deir Ezzor",0,0,0,1692000,7,0
"373",19,2011," Deir Ezzor",0,0,0,1692000,8,0
"374",20,2011," Deir Ezzor",0,0,0,1692000,9,0
"375",21,2011," Deir Ezzor",0,0,0,1692000,10,0
"376",22,2011," Deir Ezzor",0,0,0,1692000,11,0
"377",23,2011," Deir Ezzor",0,0,0,1692000,12,0
"378",24,2011," Deir Ezzor",0,0,0,1692000,13,0
"379",25,2011," Deir Ezzor",0,0,0,1692000,14,0
"380",26,2011," Deir Ezzor",0,0,0,1692000,15,0
"381",27,2011," Deir Ezzor",0,0,0,1692000,16,0
"382",28,2011," Deir Ezzor",0,0,0,1692000,17,0
"383",29,2011," Deir Ezzor",0,0,0,1692000,18,0
"384",30,2011," Deir Ezzor",0,0,0,1692000,19,0
"385",31,2011," Deir Ezzor",0,0,0,1692000,20,0
"386",32,2011," Deir Ezzor",0,0,0,1692000,21,0
"387",33,2011," Deir Ezzor",0,0,0,1692000,22,0
"388",34,2011," Deir Ezzor",0,0,0,1692000,23,0
"389",35,2011," Deir Ezzor",0,0,0,1692000,24,0
"390",36,2011," Deir Ezzor",0,0,0,1692000,25,0
"391",37,2011," Deir Ezzor",0,0,0,1692000,26,0
"392",38,2011," Deir Ezzor",0,0,0,1692000,27,0
"393",39,2011," Deir Ezzor",0,0,0,1692000,28,0
"394",40,2011," Deir Ezzor",0,0,0,1692000,29,0
"395",41,2011," Deir Ezzor",0,0,0,1692000,30,0
"396",42,2011," Deir Ezzor",0,0,0,1692000,31,0
"397",43,2011," Deir Ezzor",0,0,0,1692000,32,0
"398",44,2011," Deir Ezzor",0,0,0,1692000,33,0
"399",45,2011," Deir Ezzor",0,0,0,1692000,34,0
"400",46,2011," Deir Ezzor",0,0,0,1692000,35,0
"401",47,2011," Deir Ezzor",0,0,0,1692000,36,0
"402",48,2011," Deir Ezzor",1,1,1,1692000,37,0
"403",49,2011," Deir Ezzor",0,0,0,1692000,38,1
"404",50,2011," Deir Ezzor",0,0,0,1692000,39,0
"405",51,2011," Deir Ezzor",0,0,0,1692000,40,0
"406",52,2011," Deir Ezzor",0,0,0,1692000,41,0
